,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidimicrobium,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Afipia,Akkermansia,Alistipes,Alkaliphilus,Alloprevotella,Amycolatopsis,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Anaerovibrio,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Adiutrix,Candidatus Izimaplasma,Candidatus Solibacter,Capnocytophaga,Catabacter,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dietzia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Ethanoligenens,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Hyphomicrobium,Intestinibacter,Johnsonella,Kandleria,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Mesorhizobium,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxalobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parasutterella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Proteus,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pseudoxanthomonas,Pyramidobacter,Rhizobium,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseivirga,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Schistocephalus,Sediminicola,Shuttleworthia,Simiduia,Sinorhizobium,Slackia,Smithella,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stigmatella,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Terrisporobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Turicibacter,Tyzzerella,Varibaculum,Variovorax,Veillonella,Vibrio,Waddlia,Weeksella
Stegodyphus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999920357232123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999689133113213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999673071242691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999686983674685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99984838577587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999756163753568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999591915314406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997537901547423,1.0,0.9992558484939763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999824717542802,0.9993762980652451,1.0,1.0,0.9999641358072135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995955959891618,1.0,1.0,0.9991583555076449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99994358779869,1.0,1.0,1.0,1.0,0.9994137967443742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972460710528246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999907398924867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stigmatella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997100853429358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994534450399043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999304484394107,1.0,1.0,1.0,1.0,0.9995833379808734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Stomatobaculum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930795995578149,1.0,1.0,0.9760797173156618,0.9956938635164458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9958613072429239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9925144506053175,0.9983906497503335,0.9834022341287799,0.9978692105532218,1.0,0.9722584631215182,1.0,1.0,1.0,0.9959986581221609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993790897607761,0.9874872517590654,1.0,1.0,0.9865100031984905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9859761748109953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982588056188857,0.982145085245353,0.8923447864896301,0.9990475908856402,1.0,1.0,1.0,0.8923447864896301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963513450047524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9890581256214874,1.0,1.0,1.0,1.0,1.0,0.9969482154758323,1.0,1.0,1.0,1.0,0.9949543951758156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978819843529408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9743839062618144,1.0,1.0,1.0,0.9926831170221544,0.9856952495793545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus,1.0,1.0,1.0,1.0,1.0,1.0,0.9554062149464696,1.0,0.9660402679557774,0.9779319519145281,1.0,0.9630572487721019,0.9594795081058185,1.0,1.0,1.0,1.0,0.9977083446492857,0.9971630309049551,1.0,1.0,0.9986259329353724,0.995135948185399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9662220557556885,1.0,0.9465141603642032,0.965244486275771,1.0,0.9859444794093113,0.9822518672476488,0.9979805896797662,1.0,0.9532819197302346,0.9982605569232101,1.0,0.9779319519145281,0.9977083446492857,1.0,1.0,1.0,0.9997060305433253,0.971881858112366,1.0,1.0,0.9977083446492857,1.0,0.6633175415726049,0.9641298172440432,0.9414077797241931,1.0,1.0,0.9774692163387205,0.9779319519145281,1.0,1.0,1.0,1.0,1.0,0.9975984721218243,1.0,0.9996828649670371,1.0,0.9929544884286541,1.0,1.0,0.9977083446492857,1.0,0.9779319519145281,0.9779319519145281,1.0,1.0,0.9893642341263912,0.9638356871374452,1.0,0.9812500564117512,0.9996809536552058,1.0,0.9971630309049551,1.0,1.0,0.5820509114262249,1.0,1.0,1.0,1.0,0.24662864912334848,0.9779319519145281,0.9888594044168004,0.9898616806976052,0.9971590301042511,1.0,1.0,0.9779319519145281,1.0,1.0,1.0,1.0,1.0,0.9857533003122789,0.9779319519145281,0.9660730686758828,0.9779319519145281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997060305433253,1.0,1.0,1.0,0.9779319519145281,0.9997060305433253,0.9779319519145281,0.9997060305433253,1.0,1.0,1.0,1.0,0.8994561677493308,1.0,1.0,0.9798780482779985,1.0,1.0,0.9785463377021173,0.9971630309049551,1.0,0.9974023332206982,1.0,0.98243687347487,0.9764735403622936,1.0,1.0,1.0,1.0,0.9779319519145281,1.0,0.9998906293541089,0.957594125500408,0.9998906293541089,1.0,1.0,1.0,0.9969591372224754,0.9614725816161217,1.0,1.0,1.0,1.0,0.9977083446492857,0.9997463684935025,1.0,1.0,1.0,1.0,1.0,0.9971630309049551,0.9780343432232705,1.0,1.0,1.0,0.9996502222144321,0.9582698655467324,1.0,0.9733847362678906,1.0,1.0,1.0,0.9997060305433253,1.0,0.994869773671035,1.0,0.9971630309049551,1.0,0.9779319519145281,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991306590348288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963496856787397,1.0,0.9994650018891016,1.0,1.0,0.9986355252731633,1.0,1.0,1.0,0.998568922340295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999180441804399,0.9991869394509905,1.0,1.0,0.997925022663342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966415563376023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977850235654522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998536495937133,1.0,0.9994489826477208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987009157635192,1.0,1.0,1.0,1.0,1.0,0.9979008154076688,1.0,1.0,1.0,1.0,0.9993558735948695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9630962444567656,1.0,1.0,1.0,1.0,1.0,0.998397192329214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9949966357207438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Subdoligranulum,0.999493501443624,1.0,0.9878356068611561,1.0,0.999808496388955,1.0,0.9486004203351195,1.0,0.8644243050434093,0.8851929882577554,0.9685461898215347,0.8759556239263666,0.8708109685562867,1.0,0.9976854779077687,0.9685461898215347,0.9951555068435254,0.9871725329285541,0.9926206892762187,0.9995067590532144,1.0,0.9285576582463037,0.9915337758828132,0.9869769839797414,1.0,1.0,1.0,0.9931217749990578,1.0,0.9958326923356806,0.8751180641858898,0.983484775706191,0.818068713120402,0.9232164425922301,0.998074258151852,0.8880882398763907,1.0,1.0,1.0,0.8852250690316362,0.960529746422644,1.0,0.8838845145075498,0.9871725329285541,1.0,1.0,1.0,0.993640413255513,0.9464312753664209,1.0,1.0,0.9859272393174016,1.0,0.9862403148120578,0.8502051283285186,0.797511564258479,0.9997717041138928,1.0,0.8453756820461251,0.9161316085236775,0.9997561783738089,0.9927837161600856,0.9990974086703388,1.0,1.0,0.9672004888562231,1.0,0.984430259054444,0.9927837161600856,0.9280122895444708,1.0,0.9992488460909263,0.974692114084023,1.0,0.8888202074459837,0.8888202074459837,1.0,1.0,0.9432791167505208,0.7375792606030347,0.9863345942547563,0.9747306122616518,0.9297682984575459,1.0,0.9937645020933065,0.9863345942547563,1.0,0.9507758526314545,1.0,1.0,0.9979304280828407,1.0,0.9862403148120578,0.8882922718637977,0.9689566865341388,0.9856005152809374,0.9770157197474115,1.0,1.0,0.8888202074459837,0.9974941348665476,1.0,1.0,1.0,1.0,0.8787515815831538,0.8720123761661487,0.8741808880237059,0.8888202074459837,0.9948966104394844,1.0,1.0,1.0,0.9627240090682858,1.0,0.9927837161600856,0.993640413255513,1.0,1.0,1.0,0.8888202074459837,0.993640413255513,0.8888202074459837,0.9855791790274199,1.0,0.9976854779077687,0.9685461898215347,1.0,0.8669345789834604,0.9970632748118337,1.0,0.9871725329285541,0.9998950220922266,1.0,0.8470329479693837,0.9937645020933065,1.0,1.0,0.9992488460909263,0.8950474232075818,0.8843814643646982,1.0,1.0,1.0,0.998074258151852,0.8888202074459837,1.0,0.9954354352456224,0.940236878207758,0.9980059760994601,0.9978583676215071,0.9990974086703388,1.0,0.9812782898672497,0.8178722859057148,1.0,1.0,1.0,1.0,0.9871725329285541,0.990960049056811,1.0,0.9983098072955733,1.0,0.9998567223336124,0.9970632748118337,0.9761232970021626,0.8755437331188106,0.9990974086703388,1.0,1.0,0.945955061648585,0.7930286617195584,0.9540794223052149,0.8604444271616722,0.9999154688679495,0.9904922933567664,0.9970256334518153,0.993640413255513,0.9948119194364835,0.987846351428299,1.0,0.9937645020933065,1.0,0.8888202074459837,1.0,0.9995895621036515,1.0,0.9784981126707644,0.9563063285194099,0.9994285270120067,,,,,,,,,,,,,,,,,,,,,
Succinatimonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9536176225827646,0.999530751001373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688730274128987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987572639631186,1.0,0.9771085860459128,0.9998443051438298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6546008630616589,1.0,0.9988013543654903,0.9983320600923006,1.0,1.0,0.9997056552744739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993488420283775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993680744012712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996437555052207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5858710010101225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982575356168785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998350148691738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9974194764422774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986295837429775,1.0,1.0,1.0,1.0,0.9972375929082126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992772719726137,,,,,,,,,,,,,,,,,,,,
Sulfurospirillum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999624516225911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982338079483215,0.9978988221609385,0.9984450090837129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997640438016712,0.9994019440831403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998585621127293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999220629764991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993631834202352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982341709867881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9227413081896205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997575526645386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998950176464801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993789643027796,1.0,,,,,,,,,,,,,,,,,,,
Sutterella,1.0,1.0,0.9992287775450596,1.0,1.0,1.0,0.9673467515290963,1.0,0.9399270015954191,0.9650972752125346,1.0,0.9311158794068346,0.9042155945174375,1.0,0.9988536171464918,1.0,1.0,0.871316332877044,1.0,1.0,1.0,0.9976475429685343,0.99748820533517,1.0,1.0,1.0,1.0,0.9924337168231979,1.0,1.0,0.9025145381939015,0.9992287775450596,0.8997626854678895,0.9172898458883212,1.0,0.916755354810273,0.9986280107472023,1.0,1.0,0.9514019868351138,0.9980991897728289,1.0,0.9641596840243747,0.871316332877044,1.0,1.0,1.0,0.9963894014845697,0.9729157337124357,1.0,1.0,0.769303564056034,0.9981235935784857,0.9998747319097723,0.9265371195455306,0.8948218207954945,0.9986787468647869,1.0,0.9535029065583519,0.9680311917929475,1.0,0.9990336484150407,1.0,1.0,1.0,0.9778234713014916,1.0,0.9976475429685343,0.9990336484150407,0.9573116953296837,0.9996249107433168,0.9993541099465737,0.8667481625935329,1.0,0.9680311917929475,0.9680311917929475,1.0,0.9994543376635034,0.9692976656614503,0.8970035659288617,1.0,0.9870914289575013,0.9753241342329732,1.0,1.0,1.0,1.0,0.9678977858007939,1.0,1.0,1.0,1.0,0.9998747319097723,0.9652828365065302,0.9897379098297568,0.9476484171269796,0.9680225769903537,1.0,1.0,0.9680311917929475,1.0,1.0,1.0,1.0,0.9997760698473274,0.9518926056812475,0.9680311917929475,0.9591840370874697,0.9680311917929475,1.0,1.0,1.0,1.0,0.9971913194526276,1.0,0.9971536102956192,0.9963894014845697,0.9975170136746778,1.0,1.0,0.9680311917929475,0.9963894014845697,0.9666997385892183,0.9926476600212361,0.9988706067583071,0.9988536171464918,1.0,1.0,0.9149965840665474,0.9972452869130425,1.0,0.8688708718833202,1.0,1.0,0.9530388200075224,1.0,1.0,0.9990540480692033,0.9993541099465737,0.9710216748509981,0.9665447005204146,0.9964956981697681,1.0,1.0,1.0,0.9680311917929475,0.9993320349126673,0.9988586945621611,0.9469726750735507,1.0,0.9974547831283992,1.0,1.0,0.9966091695838547,0.9188418364342505,1.0,1.0,0.9937080734047045,1.0,0.871316332877044,0.9610415945725381,1.0,0.9993541099465737,1.0,1.0,0.9972452869130425,0.9992511010489503,0.9331222276073897,1.0,1.0,1.0,0.9843168020439867,0.9245794198532044,1.0,0.948264355355113,1.0,0.989319042863835,1.0,0.9963894014845697,1.0,0.984571144194207,1.0,1.0,1.0,0.9674912540650719,1.0,1.0,1.0,0.9994110830298104,0.9690003454259469,1.0,0.8850561443452645,0.9981235935784857,1.0,,,,,,,,,,,,,,,,,,
Tannerella,1.0,1.0,1.0,1.0,1.0,0.985742108796569,1.0,1.0,1.0,1.0,1.0,1.0,0.9884782220714907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6939833438452307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9864048653050517,0.9405350899563883,0.9986106532509499,1.0,1.0,0.9947569646124746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9929259333479019,1.0,1.0,1.0,1.0,1.0,0.999723306507448,1.0,1.0,1.0,0.9950564265455256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982821214015881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99516985342241,0.9998014951853275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977234023919323,1.0,1.0,1.0,1.0,1.0,0.9998055188324678,1.0,1.0,1.0,1.0,0.9973798591080582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978689963972666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991062523403705,1.0,1.0,1.0,1.0,0.9988836987959611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.985742108796569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
Terrisporobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9772004596765546,0.9834367560580275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967115701939709,1.0,0.9963540665396337,0.961557269131167,1.0,0.992374224445393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9832536676090107,0.9957568613965957,1.0,1.0,0.9949145924040238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9741894006903877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7299636954108035,0.9920442734775383,1.0,0.9751898094439531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994333376309122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9802150232636907,1.0,1.0,1.0,1.0,1.0,0.9974738806427139,1.0,1.0,1.0,1.0,0.9998555061394294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953839070014747,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9976877588414023,1.0,1.0,1.0,0.999472972429703,0.9966764893422715,1.0,0.9322701955544939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
